constructorId,year,driverId,forename,surname,total_points,num_races
1,2017,18,Jenson,Button,0,1
3,2017,814,Paul,"di Resta",0,1
5,2017,842,Pierre,Gasly,0,5
4,2017,832,Carlos,Sainz,6,4
5,2017,843,Brendon,Hartley,0,4
6,2018,20,Sebastian,Vettel,320,21
131,2018,1,Lewis,Hamilton,408,21
6,2018,8,Kimi,Räikkönen,251,21
9,2018,817,Daniel,Ricciardo,170,21
1,2018,4,Fernando,Alonso,50,21
9,2018,830,Max,Verstappen,249,21
4,2018,807,Nico,Hülkenberg,69,21
131,2018,822,Valtteri,Bottas,247,21
1,2018,838,Stoffel,Vandoorne,12,21
4,2018,832,Carlos,Sainz,53,21
10,2018,815,Sergio,Pérez,62,21
10,2018,839,Esteban,Ocon,49,21
15,2018,844,Charles,Leclerc,39,21
3,2018,840,Lance,Stroll,6,21
5,2018,843,Brendon,Hartley,4,21
210,2018,154,Romain,Grosjean,37,21
210,2018,825,Kevin,Magnussen,56,21
5,2018,842,Pierre,Gasly,29,21
15,2018,828,Marcus,Ericsson,9,21
3,2018,845,Sergey,Sirotkin,1,21
131,2019,822,Valtteri,Bottas,326,21
131,2019,1,Lewis,Hamilton,413,21
9,2019,830,Max,Verstappen,278,21
6,2019,20,Sebastian,Vettel,240,21
6,2019,844,Charles,Leclerc,264,21
210,2019,825,Kevin,Magnussen,20,21
4,2019,807,Nico,Hülkenberg,37,21
51,2019,8,Kimi,Räikkönen,43,21
211,2019,840,Lance,Stroll,21,21
5,2019,826,Daniil,Kvyat,37,21
9,2019,842,Pierre,Gasly,63,12
1,2019,846,Lando,Norris,49,21
211,2019,815,Sergio,Pérez,52,21
5,2019,848,Alexander,Albon,16,12
51,2019,841,Antonio,Giovinazzi,14,21
3,2019,847,George,Russell,0,21
3,2019,9,Robert,Kubica,1,21
210,2019,154,Romain,Grosjean,8,21
4,2019,817,Daniel,Ricciardo,54,21
1,2019,832,Carlos,Sainz,96,21
9,2019,848,Alexander,Albon,76,9
5,2019,842,Pierre,Gasly,32,9
131,2020,822,Valtteri,Bottas,223,17
6,2020,844,Charles,Leclerc,98,17
1,2020,846,Lando,Norris,97,17
131,2020,1,Lewis,Hamilton,347,16
1,2020,832,Carlos,Sainz,105,17
211,2020,815,Sergio,Pérez,125,15
213,2020,842,Pierre,Gasly,75,17
4,2020,839,Esteban,Ocon,62,17
51,2020,841,Antonio,Giovinazzi,4,17
6,2020,20,Sebastian,Vettel,33,17
3,2020,849,Nicholas,Latifi,0,17
213,2020,826,Daniil,Kvyat,32,17
9,2020,848,Alexander,Albon,105,17
51,2020,8,Kimi,Räikkönen,4,17
3,2020,847,George,Russell,0,16
210,2020,154,Romain,Grosjean,2,15
210,2020,825,Kevin,Magnussen,1,17
211,2020,840,Lance,Stroll,75,16
4,2020,817,Daniel,Ricciardo,119,17
9,2020,830,Max,Verstappen,214,17
211,2020,807,Nico,Hülkenberg,10,3
131,2020,847,George,Russell,3,1
3,2020,851,Jack,Aitken,0,1
210,2020,850,Pietro,Fittipaldi,0,2
131,2021,1,Lewis,Hamilton,385.5,22
9,2021,830,Max,Verstappen,388.5,22
214,2021,4,Fernando,Alonso,81,22
9,2021,815,Sergio,Pérez,190,22
214,2021,839,Esteban,Ocon,74,22
117,2021,840,Lance,Stroll,34,22
6,2021,832,Carlos,Sainz,163.5,22
6,2021,844,Charles,Leclerc,159,22
1,2021,846,Lando,Norris,160,22
117,2021,20,Sebastian,Vettel,43,22
213,2021,842,Pierre,Gasly,110,22
1,2021,817,Daniel,Ricciardo,114,22
213,2021,852,Yuki,Tsunoda,32,22
51,2021,8,Kimi,Räikkönen,10,20
51,2021,841,Antonio,Giovinazzi,3,22
210,2021,854,Mick,Schumacher,0,22
3,2021,847,George,Russell,16,22
210,2021,853,Nikita,Mazepin,0,22
3,2021,849,Nicholas,Latifi,7,22
131,2021,822,Valtteri,Bottas,219,22
51,2021,9,Robert,Kubica,0,2
6,2022,844,Charles,Leclerc,291,22
6,2022,832,Carlos,Sainz,228,22
131,2022,1,Lewis,Hamilton,233,22
131,2022,847,George,Russell,262,22
210,2022,825,Kevin,Magnussen,21,22
51,2022,822,Valtteri,Bottas,47,22
214,2022,839,Esteban,Ocon,89,22
213,2022,852,Yuki,Tsunoda,12,22
214,2022,4,Fernando,Alonso,81,22
51,2022,855,Guanyu,Zhou,6,22
210,2022,854,Mick,Schumacher,12,22
117,2022,840,Lance,Stroll,18,22
3,2022,848,Alexander,Albon,4,21
1,2022,817,Daniel,Ricciardo,34,22
1,2022,846,Lando,Norris,116,22
3,2022,849,Nicholas,Latifi,2,22
117,2022,807,Nico,Hülkenberg,0,2
9,2022,815,Sergio,Pérez,291,22
9,2022,830,Max,Verstappen,433,22
213,2022,842,Pierre,Gasly,23,22
117,2022,20,Sebastian,Vettel,37,20
3,2022,856,Nyck,"de Vries",2,1
9,2023,830,Max,Verstappen,530,22
9,2023,815,Sergio,Pérez,260,22
117,2023,4,Fernando,Alonso,198,22
6,2023,832,Carlos,Sainz,178,22
131,2023,1,Lewis,Hamilton,217,22
117,2023,840,Lance,Stroll,68,22
131,2023,847,George,Russell,157,22
51,2023,822,Valtteri,Bottas,10,22
214,2023,842,Pierre,Gasly,54,22
3,2023,848,Alexander,Albon,25,22
213,2023,852,Yuki,Tsunoda,14,22
3,2023,858,Logan,Sargeant,1,22
210,2023,825,Kevin,Magnussen,3,22
213,2023,856,Nyck,"de Vries",0,10
210,2023,807,Nico,Hülkenberg,6,22
51,2023,855,Guanyu,Zhou,6,22
1,2023,846,Lando,Norris,184,22
214,2023,839,Esteban,Ocon,56,22
6,2023,844,Charles,Leclerc,185,22
1,2023,857,Oscar,Piastri,82,22
213,2023,817,Daniel,Ricciardo,6,7
213,2023,859,Liam,Lawson,2,5
9,2024,830,Max,Verstappen,399,24
9,2024,815,Sergio,Pérez,138,24
6,2024,832,Carlos,Sainz,262,23
6,2024,844,Charles,Leclerc,327,24
131,2024,847,George,Russell,226,24
1,2024,846,Lando,Norris,344,24
131,2024,1,Lewis,Hamilton,207,24
1,2024,857,Oscar,Piastri,265,24
117,2024,4,Fernando,Alonso,70,24
117,2024,840,Lance,Stroll,24,24
15,2024,855,Guanyu,Zhou,4,24
210,2024,825,Kevin,Magnussen,14,22
215,2024,817,Daniel,Ricciardo,7,18
215,2024,852,Yuki,Tsunoda,29,24
3,2024,848,Alexander,Albon,12,24
210,2024,807,Nico,Hülkenberg,36,24
214,2024,839,Esteban,Ocon,23,23
214,2024,842,Pierre,Gasly,40,24
15,2024,822,Valtteri,Bottas,0,24
3,2024,858,Logan,Sargeant,0,14
6,2024,860,Oliver,Bearman,6,1
3,2024,861,Franco,Colapinto,5,9
210,2024,860,Oliver,Bearman,1,2
215,2024,859,Liam,Lawson,4,6
214,2024,862,Jack,Doohan,0,1
